Y,X2,X3,group
1.0,-0.4167621587636993,0.23900987514568667,1
0.0,-1.1512546320510164,-0.36086538438758503,1
1.0,-1.5981519192456775,-0.26428169706234483,1
0.0,-0.8771858992828934,-0.44389646924683446,1
2.0,-0.3059765716035382,-0.2744224871709319,1
3.0,0.5521808428863348,-0.8298086342540618,2
1.0,0.7634905960627948,-0.633863870645616,2
1.0,-0.3278122040549353,0.314157933670044,2
1.0,-0.47145741227885735,-1.4433526278844089,2
1.0,-0.5961536894198194,-1.0260283145207592,2
2.0,0.5769168311828157,-0.15467509228633394,3
1.0,0.38861324536883485,-0.9182120030808835,3
6.0,-0.6783320234390182,-0.11129838465936649,3
1.0,-0.25876866832318357,0.38863032868392305,3
0.0,-2.4155692222989584,0.8091292732302211,3
0.0,-2.172446213621168,1.0926460585603885,4
0.0,1.1726630804548914,-1.0337807545905566,4
2.0,1.5478393551461642,1.170900103200631,4
0.0,-0.5750002734364708,0.9802757443300547,4
1.0,-0.4765020910915161,0.6023866702249283,4
1.0,1.913411394522589,0.7924003676919444,5
1.0,-0.9966968740518549,0.312662270595992,5
4.0,0.3231450115050287,-0.7748154630865589,5
1.0,-0.8858093476865998,2.5807357831073188,5
1.0,0.7702234303068667,-0.14585226097049714,5
0.0,-1.9080889861389176,2.3277680431567664,6
0.0,-0.3900904184891149,-0.3963918565396849,6
0.0,-1.18008266006613,0.18487072504441387,6
0.0,-0.681694940555773,1.0292874358742816,6
1.0,-1.4531877079183542,0.4416420109569218,6
2.0,0.2250453224329393,1.2709520102315284,7
0.0,0.750955390236585,0.40691042581508974,7
3.0,-0.9511537675218872,0.2611716952889497,7
2.0,-0.47408309315714825,0.17502036663982726,7
0.0,1.2303178899497587,0.35138241097193024,7
2.0,-0.13646001800613422,-0.3831349555864276,8
0.0,0.6171697177253002,0.17664303495242192,8
2.0,-0.3468613348690128,-0.6904328084817283,8
0.0,0.20983695185558998,1.3358507769572008,8
0.0,-0.16051856436944884,1.2264611031787622,8
1.0,-1.6925826915111752,-1.57678088594272,9
1.0,-0.13337029101561498,1.3923460895071678,9
0.0,-0.6476917120598324,0.08371115797899471,9
0.0,-0.045339206231716236,1.2933474508814966,9
0.0,1.7776165749212371,0.40326773332245963,9
5.0,1.2709059265103269,1.1107708198541222,10
0.0,-1.523168627033443,0.9577407180645301,10
1.0,0.2552988255852075,0.28280025007981574,10
3.0,1.2202775748603623,-1.1234825226929581,10
1.0,1.314062661936722,0.27475440871742357,10
2.0,1.1312588820277112,-2.0803976827797555,11
3.0,-0.1797659536937894,1.2175520628093672,11
0.0,-0.21526063715045043,1.132089799519302,11
0.0,-0.7084104009156744,0.9002462613665992,11
0.0,-0.25451068034351326,2.1607390354105753,11
2.0,-0.08785601895042296,0.47518933626069304,12
1.0,-0.38328311831269113,-0.08396340687677326,12
1.0,0.32826301388345797,-1.1288112348033141,12
1.0,1.5521810264028335,0.4152249446550065,12
0.0,1.261824765216114,0.009533995375872167,12
0.0,-0.039615936031252866,-0.2785488754186198,13
1.0,0.4152429961303225,-1.3634988000072565,13
1.0,0.6444859210354155,-0.8387033272708797,13
2.0,1.3461303694484172,-1.6189367157235621,13
2.0,-0.6421433832580216,0.5260137917188946,13
0.0,-0.41081953034181823,-1.153037113020357,14
1.0,1.2842457826544098,1.7522232495909884,14
1.0,-1.2891280213187926,-0.2953345943785326,14
1.0,-0.21237703701774813,-0.4988175718289039,14
1.0,-2.2364329152526574,0.3155698096113844,14
3.0,-0.12891960761613103,-0.8601996495046833,15
1.0,0.19050143642972714,0.5477995584632502,15
1.0,1.1718910033776313,-1.1560186302516224,15
1.0,0.09435281674862044,-0.6480853329994491,15
0.0,0.26057014595008804,-1.1848103528147436,15
2.0,0.4386518582498513,0.39862306487826,16
2.0,0.8612461297725197,0.7864433776275539,16
3.0,0.41113766401488105,0.9094014689353476,16
0.0,-1.0790160138927751,1.149438949193944,16
2.0,-0.2688385619206378,-0.786594806667643,16
0.0,-0.19851323381297062,-0.9959707651145179,17
2.0,0.9400155668063469,0.02195570568032845,17
0.0,-0.8626156019888424,-0.8807636436614918,17
2.0,-0.47082498287800734,0.7713518412980046,17
2.0,-0.17826645926628212,-2.3984099212351624,17
0.0,1.5740663930525733,-0.37330887427261134,18
0.0,-0.18739405803283546,-0.9318380231789541,18
0.0,1.7245499622798404,-0.09056223143102085,18
0.0,-1.4300904656660476,-0.30536881735428995,18
1.0,-0.8850895897886198,-1.5565115737646353,18
3.0,-0.5648002526294746,-0.33076281331840734,19
0.0,1.6479241301429697,0.6003643815673746,19
1.0,-0.14073140186326735,-0.7133238512366596,19
0.0,-0.927291495214522,-0.05326541937224057,19
0.0,1.4963613888947727,-0.6428277887865083,19
1.0,0.06371559269369975,0.6231558076793207,20
1.0,1.9513817942412868,0.33616920392659433,20
1.0,0.2824632741813827,-1.1461070771468904,20
1.0,-0.7058093498869765,0.4844916594437175,20
1.0,-0.29607611594203215,-0.18628499030703363,20
2.0,-1.5231062671540523,0.2451538769844351,21
0.0,-1.113103365480223,0.07320703670404759,21
1.0,-0.7163580639932335,0.05581885895900514,21
1.0,1.6297387799204666,0.12691547941744144,21
2.0,0.5689591425918179,1.364953837086912,21
0.0,1.4460815521589814,1.0891038343239077,22
2.0,0.4009845419225754,0.014729442554669406,22
1.0,-1.1168199074439062,-0.7977815086595584,22
